RiskID,LoanID,DTI,Delinquencies,CreditInquiries,RevolvingUtilization,PublicRecords,OpenAccounts,TotalAccounts,DefaultPrediction
8881,8881,14.91,0.0,0.0,42.6,0.0,18.0,34.0,No
8882,8882,16.05,0.0,0.0,63.0,2.0,6.0,11.0,No
8883,8883,11.58,0.0,0.0,38.5,0.0,10.0,13.0,No
8884,8884,8.09,0.0,0.0,83.2,0.0,10.0,12.0,No
8885,8885,22.49,0.0,1.0,0.9,1.0,16.0,30.0,No
8886,8886,19.82,0.0,0.0,26.9,0.0,17.0,28.0,No
8887,8887,12.96,1.0,0.0,73.1,0.0,7.0,20.0,No
8888,8888,18.49,0.0,0.0,54.0,0.0,12.0,21.0,No
8889,8889,9.2,0.0,1.0,29.0,0.0,11.0,20.0,No
8890,8890,8.36,0.0,0.0,75.0,1.0,3.0,10.0,Yes
8891,8891,19.78,0.0,0.0,76.2,0.0,7.0,16.0,No
8892,8892,35.53,0.0,1.0,39.3,0.0,11.0,26.0,No
8893,8893,14.1,1.0,0.0,47.0,0.0,6.0,13.0,No
8894,8894,35.4,0.0,0.0,40.3,0.0,22.0,47.0,No
8895,8895,17.51,0.0,0.0,17.2,1.0,16.0,23.0,No
8896,8896,19.15,0.0,1.0,14.3,1.0,11.0,27.0,No
8897,8897,25.69,0.0,0.0,64.2,0.0,7.0,9.0,No
8898,8898,23.98,0.0,0.0,45.6,0.0,9.0,12.0,No
8899,8899,34.98,2.0,1.0,69.7,0.0,8.0,23.0,No
8900,8900,14.41,0.0,0.0,19.4,1.0,6.0,18.0,No
8901,8901,26.71,0.0,0.0,36.9,0.0,7.0,13.0,No
8902,8902,21.07,0.0,0.0,68.7,0.0,14.0,19.0,No
8903,8903,14.28,0.0,0.0,70.0,0.0,10.0,22.0,No
8904,8904,8.23,0.0,0.0,12.1,0.0,4.0,19.0,No
8905,8905,14.07,1.0,0.0,1.9,0.0,9.0,24.0,No
8906,8906,11.4,0.0,0.0,83.0,0.0,8.0,19.0,No
8907,8907,20.62,2.0,2.0,27.0,0.0,19.0,34.0,No
8908,8908,21.04,0.0,1.0,21.8,1.0,6.0,13.0,Yes
8909,8909,31.39,0.0,0.0,20.8,0.0,16.0,51.0,No
8910,8910,18.29,0.0,0.0,23.7,0.0,6.0,23.0,No
8911,8911,17.1,1.0,0.0,49.2,0.0,11.0,23.0,No
8912,8912,6.92,0.0,0.0,27.2,0.0,10.0,17.0,No
8913,8913,14.67,0.0,0.0,63.7,0.0,6.0,28.0,No
8914,8914,23.48,1.0,1.0,69.3,0.0,15.0,36.0,No
8915,8915,21.08,0.0,0.0,81.4,0.0,6.0,9.0,No
8916,8916,7.73,1.0,0.0,6.8,0.0,9.0,16.0,No
8917,8917,11.49,0.0,3.0,2.3,0.0,10.0,13.0,Yes
8918,8918,10.49,0.0,1.0,38.7,0.0,18.0,26.0,No
8919,8919,19.41,0.0,1.0,70.0,0.0,6.0,10.0,No
8920,8920,18.23,0.0,0.0,24.8,1.0,8.0,15.0,Yes
8921,8921,15.9,1.0,0.0,33.2,0.0,8.0,23.0,No
8922,8922,16.49,0.0,1.0,100.3,0.0,13.0,27.0,No
8923,8923,6.05,1.0,3.0,41.3,0.0,19.0,65.0,No
8924,8924,25.04,0.0,3.0,42.5,0.0,15.0,43.0,No
8925,8925,19.7,0.0,0.0,60.4,2.0,8.0,12.0,No
8926,8926,10.03,0.0,1.0,23.3,0.0,11.0,32.0,No
8927,8927,5.6,0.0,0.0,58.4,0.0,6.0,11.0,No
8928,8928,12.83,0.0,0.0,50.1,0.0,10.0,20.0,No
8929,8929,25.66,0.0,1.0,68.2,0.0,10.0,25.0,No
8930,8930,19.55,0.0,0.0,57.3,0.0,16.0,32.0,No
8931,8931,20.94,0.0,1.0,48.3,0.0,6.0,25.0,No
8932,8932,20.41,0.0,1.0,43.3,0.0,19.0,40.0,No
8933,8933,26.6,0.0,0.0,28.7,0.0,13.0,20.0,No
8934,8934,23.23,0.0,0.0,46.1,0.0,8.0,21.0,Yes
8935,8935,8.06,1.0,0.0,44.2,0.0,7.0,13.0,No
8936,8936,29.15,1.0,1.0,27.3,0.0,11.0,46.0,Yes
8937,8937,25.26,0.0,0.0,93.2,0.0,6.0,6.0,No
8938,8938,33.98,0.0,0.0,63.5,0.0,18.0,41.0,Yes
8939,8939,22.67,0.0,2.0,33.7,0.0,16.0,28.0,No
8940,8940,23.91,1.0,0.0,68.0,1.0,12.0,31.0,No
8941,8941,20.67,0.0,0.0,40.4,0.0,10.0,26.0,No
8942,8942,19.3,0.0,1.0,31.2,0.0,15.0,25.0,No
8943,8943,34.32,0.0,1.0,75.0,0.0,15.0,19.0,Yes
8944,8944,9.96,0.0,0.0,29.4,0.0,7.0,11.0,No
8945,8945,16.89,0.0,0.0,52.9,0.0,11.0,42.0,No
8946,8946,31.39,0.0,1.0,57.7,0.0,13.0,24.0,No
8947,8947,8.52,0.0,0.0,94.8,0.0,5.0,12.0,No
8948,8948,28.4,1.0,0.0,72.7,0.0,11.0,17.0,No
8949,8949,16.82,0.0,0.0,62.0,0.0,21.0,26.0,Yes
8950,8950,20.3,1.0,1.0,65.5,1.0,12.0,29.0,No
8951,8951,21.79,0.0,0.0,33.5,0.0,7.0,18.0,Yes
8952,8952,19.35,0.0,0.0,11.4,0.0,6.0,15.0,No
8953,8953,7.8,0.0,0.0,61.1,0.0,7.0,16.0,No
8954,8954,11.99,0.0,2.0,9.9,2.0,16.0,31.0,No
8955,8955,9.02,0.0,0.0,53.8,0.0,7.0,17.0,No
8956,8956,7.56,0.0,2.0,26.5,0.0,8.0,19.0,No
8957,8957,28.41,0.0,0.0,66.3,0.0,12.0,25.0,No
8958,8958,14.18,0.0,2.0,36.4,0.0,8.0,10.0,No
8959,8959,17.66,7.0,0.0,25.7,1.0,15.0,40.0,No
8960,8960,3.98,0.0,1.0,16.4,0.0,2.0,14.0,No
8961,8961,22.25,2.0,0.0,40.7,0.0,7.0,8.0,Yes
8962,8962,3.94,2.0,0.0,20.6,0.0,5.0,16.0,No
8963,8963,31.91,0.0,0.0,91.0,0.0,11.0,27.0,Yes
8964,8964,7.24,0.0,0.0,72.2,0.0,6.0,7.0,No
8965,8965,17.23,1.0,0.0,70.1,0.0,5.0,11.0,No
8966,8966,16.32,0.0,2.0,20.2,0.0,20.0,39.0,No
8967,8967,27.92,0.0,0.0,53.6,0.0,14.0,25.0,No
8968,8968,22.7,0.0,0.0,25.9,0.0,26.0,42.0,No
8969,8969,15.92,0.0,0.0,57.5,0.0,15.0,32.0,Yes
8970,8970,4.0,0.0,0.0,4.5,0.0,9.0,12.0,No
8971,8971,11.75,0.0,0.0,46.3,0.0,9.0,32.0,No
8972,8972,25.13,0.0,0.0,82.6,1.0,12.0,40.0,Yes
8973,8973,23.84,0.0,0.0,56.3,0.0,14.0,32.0,No
8974,8974,38.08,0.0,0.0,14.2,0.0,18.0,29.0,No
8975,8975,21.69,0.0,3.0,61.3,1.0,11.0,20.0,No
8976,8976,14.46,1.0,1.0,14.8,0.0,28.0,48.0,Yes
8977,8977,25.19,0.0,0.0,62.2,1.0,15.0,36.0,No
8978,8978,24.87,5.0,0.0,31.0,0.0,14.0,14.0,No
8979,8979,13.6,0.0,2.0,27.0,1.0,14.0,20.0,No
8980,8980,22.9,0.0,0.0,77.5,1.0,15.0,22.0,No
8981,8981,2.07,0.0,0.0,8.4,0.0,7.0,11.0,No
8982,8982,5.21,0.0,2.0,48.2,0.0,12.0,22.0,No
8983,8983,13.93,0.0,0.0,38.2,0.0,6.0,7.0,No
8984,8984,17.4,0.0,0.0,60.5,0.0,3.0,13.0,No
8985,8985,33.54,1.0,2.0,70.0,0.0,21.0,27.0,No
8986,8986,9.37,2.0,1.0,61.5,0.0,9.0,25.0,No
8987,8987,5.06,0.0,0.0,69.6,0.0,2.0,4.0,No
8988,8988,10.55,0.0,0.0,41.1,0.0,40.0,65.0,No
8989,8989,28.43,0.0,0.0,50.1,0.0,11.0,24.0,Yes
8990,8990,25.88,0.0,0.0,16.9,0.0,13.0,20.0,Yes
8991,8991,13.79,0.0,0.0,82.7,0.0,8.0,16.0,No
8992,8992,33.86,0.0,0.0,100.2,0.0,12.0,39.0,No
8993,8993,17.2,1.0,0.0,59.5,1.0,10.0,16.0,Yes
8994,8994,19.25,0.0,0.0,58.0,0.0,12.0,25.0,No
8995,8995,14.92,0.0,0.0,6.0,0.0,17.0,31.0,No
8996,8996,18.62,0.0,0.0,61.0,0.0,7.0,10.0,No
8997,8997,11.61,2.0,2.0,13.2,0.0,3.0,7.0,Yes
8998,8998,26.72,0.0,0.0,75.3,0.0,12.0,18.0,No
8999,8999,16.24,1.0,0.0,60.4,0.0,6.0,19.0,No
9000,9000,13.41,0.0,1.0,47.1,1.0,10.0,22.0,No
9001,9001,13.6,0.0,1.0,22.7,1.0,12.0,43.0,No
9002,9002,10.87,1.0,1.0,18.2,0.0,9.0,11.0,No
9003,9003,29.67,0.0,0.0,72.7,0.0,13.0,25.0,No
9004,9004,32.36,0.0,0.0,76.3,0.0,10.0,17.0,No
9005,9005,14.39,0.0,0.0,32.9,0.0,9.0,26.0,No
9006,9006,34.48,0.0,3.0,63.0,1.0,20.0,31.0,No
9007,9007,21.09,1.0,0.0,25.4,0.0,6.0,39.0,No
9008,9008,8.47,1.0,0.0,17.2,0.0,9.0,33.0,No
9009,9009,10.13,0.0,0.0,53.7,0.0,8.0,15.0,No
9010,9010,16.89,0.0,1.0,45.0,0.0,19.0,27.0,Yes
9011,9011,16.73,2.0,0.0,17.0,1.0,23.0,37.0,No
9012,9012,9.76,0.0,1.0,66.9,0.0,7.0,21.0,No
9013,9013,22.31,1.0,0.0,34.5,0.0,8.0,16.0,No
9014,9014,16.75,0.0,0.0,34.6,0.0,3.0,17.0,No
9015,9015,22.23,0.0,0.0,12.1,0.0,14.0,17.0,No
9016,9016,5.38,4.0,0.0,70.9,0.0,8.0,33.0,No
9017,9017,7.76,0.0,0.0,86.4,0.0,10.0,14.0,No
9018,9018,24.47,0.0,1.0,47.1,0.0,21.0,35.0,No
9019,9019,16.28,0.0,2.0,85.7,0.0,10.0,28.0,No
9020,9020,17.45,1.0,0.0,59.7,0.0,15.0,36.0,No
9021,9021,19.04,3.0,1.0,40.0,0.0,20.0,29.0,No
9022,9022,17.07,0.0,0.0,87.1,0.0,6.0,13.0,No
9023,9023,10.21,0.0,0.0,55.0,0.0,21.0,36.0,No
9024,9024,16.39,0.0,0.0,78.2,1.0,7.0,17.0,No
9025,9025,18.82,0.0,0.0,78.5,0.0,9.0,13.0,No
9026,9026,3.52,0.0,0.0,27.8,0.0,6.0,9.0,No
9027,9027,4.56,0.0,0.0,65.6,0.0,6.0,10.0,No
9028,9028,6.67,0.0,0.0,58.2,0.0,11.0,23.0,No
9029,9029,27.65,0.0,1.0,67.0,0.0,49.0,67.0,No
9030,9030,20.2,0.0,1.0,58.3,0.0,17.0,30.0,No
9031,9031,23.59,0.0,0.0,45.0,0.0,7.0,11.0,No
9032,9032,21.67,0.0,3.0,49.0,0.0,13.0,26.0,No
9033,9033,9.57,0.0,1.0,43.4,1.0,8.0,15.0,Yes
9034,9034,18.36,1.0,0.0,18.5,0.0,29.0,51.0,No
9035,9035,13.76,0.0,2.0,42.0,0.0,13.0,31.0,No
9036,9036,14.41,2.0,1.0,74.3,0.0,11.0,23.0,No
9037,9037,9.37,3.0,1.0,43.4,0.0,20.0,44.0,No
9038,9038,17.97,0.0,0.0,52.3,0.0,7.0,8.0,No
9039,9039,12.12,0.0,0.0,32.5,0.0,19.0,88.0,No
9040,9040,20.72,0.0,3.0,19.8,0.0,15.0,36.0,No
9041,9041,21.81,0.0,3.0,16.5,0.0,14.0,22.0,No
9042,9042,26.55,0.0,0.0,68.3,0.0,22.0,31.0,No
9043,9043,24.21,0.0,2.0,72.9,0.0,9.0,27.0,No
9044,9044,6.56,0.0,3.0,80.3,0.0,5.0,7.0,No
9045,9045,13.53,0.0,3.0,17.7,0.0,6.0,9.0,No
9046,9046,25.89,0.0,2.0,0.8,0.0,11.0,15.0,Yes
9047,9047,31.88,0.0,0.0,49.3,0.0,11.0,31.0,No
9048,9048,4.59,0.0,0.0,41.0,0.0,7.0,23.0,No
9049,9049,7.03,0.0,0.0,20.9,0.0,11.0,34.0,No
9050,9050,29.89,0.0,0.0,43.5,0.0,10.0,23.0,No
9051,9051,31.19,1.0,0.0,90.2,0.0,15.0,43.0,No
9052,9052,21.87,0.0,1.0,71.0,1.0,25.0,33.0,No
9053,9053,29.75,0.0,0.0,73.4,0.0,6.0,10.0,Yes
9054,9054,21.12,0.0,1.0,77.3,0.0,6.0,11.0,No
9055,9055,5.24,0.0,1.0,88.9,0.0,7.0,12.0,No
9056,9056,23.95,0.0,3.0,0.0,1.0,3.0,16.0,No
9057,9057,13.02,0.0,0.0,87.4,0.0,9.0,9.0,No
9058,9058,19.9,0.0,0.0,78.3,1.0,9.0,17.0,No
9059,9059,12.58,2.0,1.0,42.7,0.0,12.0,21.0,No
9060,9060,17.05,0.0,0.0,18.0,0.0,12.0,32.0,No
9061,9061,14.14,1.0,0.0,63.3,0.0,10.0,16.0,No
9062,9062,6.39,0.0,1.0,76.3,0.0,6.0,11.0,No
9063,9063,13.04,1.0,0.0,14.7,0.0,14.0,32.0,No
9064,9064,16.16,0.0,0.0,1.1,0.0,9.0,31.0,No
9065,9065,29.74,0.0,0.0,38.3,0.0,8.0,37.0,No
9066,9066,23.12,1.0,0.0,14.8,0.0,18.0,43.0,No
9067,9067,20.48,0.0,3.0,40.7,0.0,31.0,58.0,No
9068,9068,34.42,1.0,3.0,74.3,0.0,12.0,24.0,No
9069,9069,15.61,0.0,3.0,34.0,0.0,7.0,9.0,No
9070,9070,12.41,0.0,0.0,53.3,0.0,6.0,9.0,No
9071,9071,35.05,0.0,1.0,34.3,0.0,7.0,17.0,No
9072,9072,14.0,0.0,1.0,4.0,1.0,10.0,16.0,Yes
9073,9073,27.35,0.0,0.0,63.8,1.0,13.0,20.0,No
9074,9074,25.94,0.0,1.0,60.8,0.0,22.0,47.0,No
9075,9075,22.78,0.0,1.0,62.0,0.0,8.0,26.0,No
9076,9076,29.26,0.0,0.0,98.8,0.0,8.0,18.0,No
9077,9077,15.62,0.0,0.0,47.2,0.0,12.0,22.0,No
9078,9078,13.66,0.0,0.0,40.4,0.0,13.0,23.0,No
9079,9079,40.07,0.0,0.0,68.2,0.0,13.0,27.0,No
9080,9080,7.1,2.0,1.0,30.0,0.0,17.0,46.0,No
9081,9081,23.38,0.0,1.0,0.7,0.0,18.0,19.0,No
9082,9082,17.45,1.0,4.0,96.0,0.0,9.0,32.0,No
9083,9083,11.3,0.0,1.0,31.6,0.0,9.0,11.0,No
9084,9084,13.31,0.0,1.0,19.6,1.0,9.0,22.0,No
9085,9085,13.84,1.0,2.0,32.5,0.0,14.0,16.0,No
9086,9086,3.05,0.0,1.0,7.6,0.0,4.0,7.0,No
9087,9087,12.66,1.0,1.0,36.7,0.0,16.0,44.0,No
9088,9088,19.29,0.0,1.0,85.1,1.0,9.0,14.0,No
9089,9089,26.91,0.0,0.0,50.8,1.0,17.0,46.0,No
9090,9090,27.5,0.0,1.0,35.3,0.0,23.0,43.0,No
9091,9091,11.54,0.0,0.0,77.8,0.0,4.0,7.0,Yes
9092,9092,8.62,1.0,0.0,45.4,0.0,4.0,14.0,No
9093,9093,20.96,0.0,0.0,46.6,0.0,8.0,22.0,No
9094,9094,16.77,0.0,1.0,48.1,0.0,10.0,16.0,No
9095,9095,20.54,0.0,1.0,76.0,0.0,13.0,18.0,No
9096,9096,13.87,0.0,2.0,70.6,0.0,10.0,15.0,Yes
9097,9097,3.51,0.0,0.0,17.5,0.0,9.0,11.0,Yes
9098,9098,22.52,0.0,0.0,2.8,0.0,18.0,21.0,No
9099,9099,13.3,1.0,0.0,53.2,0.0,8.0,14.0,No
9100,9100,29.85,0.0,0.0,44.7,1.0,17.0,31.0,No
9101,9101,5.6,0.0,0.0,7.7,0.0,1.0,9.0,Yes
9102,9102,17.79,0.0,0.0,74.9,0.0,8.0,29.0,No
9103,9103,12.44,0.0,0.0,50.0,3.0,10.0,13.0,No
9104,9104,25.97,0.0,0.0,28.4,0.0,14.0,36.0,No
9105,9105,17.13,0.0,0.0,84.3,0.0,8.0,16.0,No
9106,9106,15.44,0.0,0.0,63.7,0.0,12.0,14.0,No
9107,9107,12.93,0.0,0.0,47.2,0.0,7.0,31.0,No
9108,9108,13.37,0.0,0.0,25.2,0.0,5.0,5.0,No
9109,9109,16.74,0.0,0.0,45.9,0.0,8.0,11.0,No
9110,9110,12.78,0.0,0.0,30.9,0.0,11.0,18.0,No
9111,9111,14.33,0.0,0.0,40.1,0.0,7.0,21.0,No
9112,9112,6.86,0.0,2.0,9.1,0.0,9.0,24.0,No
9113,9113,6.57,0.0,2.0,17.1,1.0,19.0,43.0,No
9114,9114,15.86,0.0,0.0,97.9,1.0,7.0,16.0,No
9115,9115,22.32,0.0,0.0,98.5,0.0,12.0,21.0,No
9116,9116,19.03,0.0,0.0,63.9,1.0,5.0,7.0,No
9117,9117,14.34,1.0,3.0,18.8,2.0,23.0,36.0,No
9118,9118,20.54,1.0,0.0,20.8,0.0,9.0,37.0,No
9119,9119,10.56,0.0,0.0,16.9,0.0,9.0,19.0,No
9120,9120,11.08,0.0,2.0,28.8,0.0,19.0,20.0,No
9121,9121,7.38,1.0,0.0,6.8,0.0,4.0,13.0,No
9122,9122,35.95,0.0,1.0,7.0,0.0,6.0,15.0,Yes
9123,9123,52.82,0.0,0.0,40.9,0.0,22.0,46.0,No
9124,9124,33.68,0.0,0.0,23.8,0.0,9.0,15.0,Yes
9125,9125,17.9,0.0,0.0,13.6,0.0,19.0,34.0,No
9126,9126,12.54,1.0,2.0,47.1,0.0,33.0,51.0,No
9127,9127,10.51,0.0,0.0,28.1,0.0,7.0,11.0,No
9128,9128,20.91,0.0,0.0,56.3,0.0,8.0,14.0,No
9129,9129,18.09,0.0,1.0,23.6,0.0,16.0,25.0,No
9130,9130,24.15,0.0,0.0,21.4,0.0,15.0,23.0,No
9131,9131,16.91,0.0,0.0,13.8,0.0,18.0,29.0,No
9132,9132,4.62,0.0,2.0,31.6,0.0,6.0,8.0,No
9133,9133,15.06,0.0,1.0,11.5,0.0,6.0,8.0,No
9134,9134,23.83,0.0,0.0,22.3,0.0,13.0,16.0,No
9135,9135,23.73,0.0,1.0,57.1,0.0,8.0,32.0,No
9136,9136,10.25,0.0,0.0,29.6,0.0,9.0,26.0,No
9137,9137,21.95,2.0,1.0,4.6,0.0,33.0,57.0,No
9138,9138,32.46,0.0,2.0,12.0,0.0,20.0,38.0,No
9139,9139,24.52,0.0,0.0,15.6,0.0,11.0,22.0,Yes
9140,9140,21.82,0.0,0.0,25.4,0.0,13.0,23.0,Yes
9141,9141,14.21,0.0,0.0,33.0,0.0,24.0,46.0,No
9142,9142,7.2,0.0,0.0,14.0,0.0,18.0,34.0,No
9143,9143,18.88,0.0,0.0,57.3,0.0,5.0,16.0,No
9144,9144,3.23,0.0,0.0,29.0,0.0,6.0,10.0,No
9145,9145,8.89,1.0,0.0,49.9,0.0,10.0,14.0,No
9146,9146,3.67,0.0,0.0,12.1,0.0,7.0,11.0,No
9147,9147,7.29,0.0,0.0,3.4,0.0,10.0,30.0,Yes
9148,9148,12.42,1.0,0.0,98.6,0.0,3.0,13.0,No
9149,9149,53.35,0.0,0.0,47.6,1.0,10.0,21.0,No
9150,9150,21.64,0.0,3.0,91.2,0.0,12.0,17.0,No
9151,9151,14.13,0.0,0.0,63.1,0.0,5.0,6.0,No
9152,9152,13.0,0.0,0.0,12.1,1.0,11.0,35.0,No
9153,9153,7.34,0.0,0.0,27.6,0.0,4.0,4.0,No
9154,9154,19.01,1.0,0.0,11.4,0.0,11.0,13.0,No
9155,9155,1.61,0.0,1.0,21.1,0.0,5.0,7.0,No
9156,9156,37.95,0.0,1.0,7.0,0.0,10.0,13.0,No
9157,9157,37.0,0.0,0.0,32.7,0.0,9.0,27.0,No
9158,9158,23.6,0.0,0.0,42.0,1.0,10.0,14.0,No
9159,9159,36.53,0.0,0.0,58.0,1.0,10.0,14.0,No
9160,9160,19.82,0.0,1.0,26.7,0.0,17.0,39.0,No
9161,9161,19.72,0.0,0.0,52.9,0.0,12.0,47.0,No
9162,9162,14.89,0.0,0.0,84.4,0.0,8.0,24.0,No
9163,9163,32.5,0.0,2.0,55.7,0.0,14.0,42.0,No
9164,9164,15.2,0.0,0.0,67.8,0.0,7.0,15.0,No
9165,9165,30.35,0.0,0.0,38.4,0.0,7.0,12.0,No
9166,9166,16.92,3.0,1.0,50.0,0.0,14.0,19.0,No
9167,9167,31.7,0.0,3.0,94.1,0.0,17.0,24.0,No
9168,9168,4.08,0.0,0.0,29.5,0.0,5.0,9.0,No
9169,9169,27.9,0.0,0.0,0.0,0.0,11.0,36.0,No
9170,9170,0.79,0.0,2.0,18.1,0.0,2.0,3.0,No
9171,9171,21.24,0.0,2.0,88.3,0.0,17.0,26.0,No
9172,9172,24.31,0.0,0.0,84.2,0.0,18.0,33.0,No
9173,9173,22.6,0.0,2.0,33.7,0.0,22.0,50.0,No
9174,9174,24.25,0.0,1.0,30.2,0.0,11.0,35.0,No
9175,9175,12.55,0.0,1.0,45.0,1.0,9.0,24.0,No
9176,9176,21.12,0.0,0.0,69.0,1.0,7.0,10.0,No
9177,9177,6.08,0.0,0.0,9.2,0.0,6.0,15.0,No
9178,9178,11.47,0.0,0.0,10.3,0.0,5.0,6.0,No
9179,9179,28.18,2.0,1.0,36.8,0.0,9.0,21.0,No
9180,9180,22.6,0.0,1.0,82.0,0.0,33.0,43.0,Yes
9181,9181,12.51,0.0,1.0,26.2,0.0,16.0,40.0,No
9182,9182,2.46,0.0,0.0,12.9,0.0,5.0,10.0,No
9183,9183,5.82,0.0,0.0,4.4,0.0,11.0,24.0,No
9184,9184,10.51,0.0,1.0,88.8,0.0,4.0,18.0,No
9185,9185,27.38,0.0,2.0,78.2,0.0,10.0,23.0,No
9186,9186,18.66,0.0,1.0,57.2,0.0,12.0,26.0,No
9187,9187,19.22,1.0,0.0,39.1,0.0,18.0,26.0,No
9188,9188,10.8,0.0,0.0,35.0,0.0,9.0,20.0,No
9189,9189,13.13,0.0,0.0,11.1,0.0,12.0,24.0,No
9190,9190,27.26,0.0,1.0,38.8,0.0,17.0,32.0,No
9191,9191,19.39,0.0,2.0,41.4,0.0,30.0,42.0,No
9192,9192,16.05,0.0,0.0,97.8,0.0,6.0,11.0,No
9193,9193,12.43,0.0,0.0,89.0,0.0,10.0,20.0,Yes
9194,9194,21.05,2.0,0.0,35.2,0.0,8.0,22.0,No
9195,9195,2.24,1.0,1.0,7.8,0.0,5.0,12.0,No
9196,9196,15.34,0.0,1.0,7.8,0.0,6.0,21.0,Yes
9197,9197,38.54,0.0,0.0,65.2,0.0,16.0,23.0,No
9198,9198,24.45,0.0,1.0,21.7,0.0,16.0,61.0,Yes
9199,9199,0.86,0.0,0.0,9.5,0.0,5.0,5.0,No
9200,9200,28.67,1.0,2.0,75.0,0.0,10.0,39.0,No
9201,9201,21.91,0.0,0.0,79.0,0.0,6.0,13.0,No
9202,9202,22.02,0.0,1.0,77.3,1.0,4.0,6.0,No
9203,9203,25.98,0.0,0.0,65.2,1.0,9.0,23.0,No
9204,9204,69.68,0.0,1.0,71.2,0.0,7.0,10.0,No
9205,9205,54.44,0.0,0.0,84.1,0.0,5.0,24.0,No
9206,9206,12.6,0.0,0.0,15.5,0.0,5.0,8.0,No
9207,9207,10.04,0.0,0.0,19.9,0.0,9.0,11.0,No
9208,9208,16.72,0.0,1.0,64.4,0.0,8.0,17.0,No
9209,9209,38.27,5.0,1.0,54.8,0.0,9.0,37.0,No
9210,9210,48.52,0.0,0.0,50.9,0.0,11.0,21.0,No
9211,9211,12.2,2.0,0.0,38.8,3.0,11.0,15.0,No
9212,9212,13.12,0.0,0.0,76.0,0.0,7.0,8.0,No
9213,9213,4.2,0.0,0.0,12.3,1.0,9.0,16.0,No
9214,9214,22.84,0.0,0.0,10.8,0.0,18.0,26.0,No
9215,9215,16.35,0.0,0.0,42.7,0.0,11.0,28.0,No
9216,9216,6.83,0.0,0.0,35.3,0.0,10.0,15.0,No
9217,9217,14.83,1.0,0.0,43.4,0.0,10.0,23.0,No
9218,9218,35.68,0.0,0.0,70.4,0.0,20.0,30.0,No
9219,9219,33.37,0.0,0.0,29.6,0.0,8.0,14.0,No
9220,9220,9.0,0.0,3.0,13.6,0.0,22.0,42.0,No
9221,9221,26.53,0.0,3.0,22.4,1.0,21.0,34.0,Yes
9222,9222,5.91,0.0,0.0,94.1,0.0,3.0,8.0,No
9223,9223,19.79,0.0,0.0,73.1,0.0,11.0,15.0,No
9224,9224,25.38,0.0,1.0,85.7,0.0,9.0,11.0,No
9225,9225,20.77,1.0,0.0,44.5,0.0,14.0,28.0,Yes
9226,9226,12.24,0.0,0.0,39.8,0.0,14.0,24.0,No
9227,9227,17.83,1.0,0.0,28.5,0.0,16.0,30.0,No
9228,9228,7.15,0.0,0.0,50.6,0.0,8.0,27.0,No
9229,9229,23.42,0.0,0.0,44.1,2.0,13.0,42.0,No
9230,9230,32.12,0.0,0.0,60.9,0.0,8.0,11.0,Yes
9231,9231,8.68,1.0,0.0,24.7,0.0,11.0,16.0,No
9232,9232,21.53,0.0,1.0,15.2,0.0,15.0,19.0,No
9233,9233,12.64,0.0,0.0,51.9,0.0,9.0,11.0,No
9234,9234,20.43,1.0,0.0,6.5,0.0,7.0,22.0,No
9235,9235,5.82,0.0,0.0,40.0,1.0,11.0,32.0,No
9236,9236,9.98,2.0,0.0,6.2,0.0,10.0,23.0,No
9237,9237,8.97,0.0,5.0,103.0,0.0,6.0,12.0,No
9238,9238,3.66,0.0,0.0,18.9,3.0,4.0,8.0,No
9239,9239,7.75,0.0,0.0,14.8,0.0,7.0,7.0,No
9240,9240,19.0,0.0,0.0,27.1,1.0,9.0,16.0,No
9241,9241,18.46,2.0,1.0,64.4,0.0,12.0,41.0,No
9242,9242,24.76,0.0,0.0,81.3,0.0,9.0,21.0,No
9243,9243,27.42,0.0,0.0,48.3,0.0,10.0,17.0,No
9244,9244,10.61,0.0,0.0,47.4,0.0,18.0,33.0,No
9245,9245,20.79,0.0,1.0,27.5,0.0,13.0,25.0,No
9246,9246,4.56,0.0,0.0,30.4,0.0,3.0,9.0,No
9247,9247,14.6,0.0,0.0,65.7,0.0,10.0,12.0,No
9248,9248,39.91,0.0,0.0,76.6,0.0,12.0,13.0,No
9249,9249,12.64,1.0,0.0,52.5,0.0,13.0,34.0,No
9250,9250,21.73,0.0,0.0,99.6,0.0,6.0,15.0,No
9251,9251,34.85,0.0,2.0,3.7,0.0,18.0,20.0,Yes
9252,9252,34.84,0.0,0.0,68.8,0.0,24.0,38.0,No
9253,9253,20.73,0.0,1.0,17.4,0.0,12.0,17.0,No
9254,9254,7.11,0.0,0.0,67.5,0.0,11.0,30.0,No
9255,9255,5.39,0.0,1.0,13.0,0.0,9.0,29.0,No
9256,9256,26.61,0.0,0.0,33.4,0.0,8.0,17.0,No
9257,9257,4.86,1.0,1.0,55.2,0.0,6.0,19.0,No
9258,9258,26.61,0.0,0.0,79.1,0.0,4.0,5.0,No
9259,9259,13.05,0.0,2.0,34.1,0.0,6.0,11.0,No
9260,9260,26.4,0.0,1.0,59.5,0.0,8.0,10.0,Yes
9261,9261,16.95,0.0,0.0,51.4,0.0,7.0,12.0,No
9262,9262,9.58,0.0,0.0,21.1,1.0,13.0,21.0,No
9263,9263,21.44,0.0,0.0,23.6,0.0,7.0,16.0,No
9264,9264,29.48,0.0,0.0,3.4,0.0,12.0,12.0,No
